Compound Name	Enzyme Name	Encoding Gene	KEGG Orthology	Organism	GenBankID	Strain ID/Microorganism	UniProt ID	Protein ID	Continent where study sampling was done (Collections)	Country	Isolation source	Habitat notes
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138965.1	Uncultured bacterium clone LakeFaro_16533_ORF_1	U5S4T5	AGY78771.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138966.1	Uncultured bacterium clone LakeFaro_14642_ORF_2	U5S4A3	AGY78772.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138967.1	Uncultured bacterium clone LakeFaro_18035_ORF_2	U5S161	AGY78773.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138968.1	Uncultured bacterium clone LakeFaro_18143_ORF_2	U5S117	AGY78774.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138969.1	Uncultured bacterium clone LakeFaro_18797_ORF_1	U5S1I7	AGY78775.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138970.1	Uncultured bacterium clone LakeFaro_9832_ORF_1	U5S4U1	AGY78776.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138971.1	Uncultured bacterium clone LakeFaro_21475_ORF_1	U5S4A9	AGY78777.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138972.1	Uncultured bacterium clone LakeFaro_19885_ORF_2	U5S165	AGY78778.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138973.1	Uncultured bacterium clone LakeFaro_23917_ORF_3	U5S124	AGY78779.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138974.1	Uncultured bacterium clone LakeFaro_23284_ORF_1	U5S1J2	AGY78780.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138975.1	Uncultured bacterium clone LakeFaro_17665_ORF_2	U5S4U5	AGY78781.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138976.1	Uncultured bacterium clone LakeFaro_28056_ORF_1	U5S4B3	AGY78782.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138977.1	Uncultured bacterium clone LakeFaro_28936_ORF_2	U5S170	AGY78783.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138978.1	Uncultured bacterium clone LakeFaro_27335_ORF_1	U5S129	AGY78784.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138979.1	Uncultured bacterium clone LakeFaro_29779_ORF_1	U5S1J8	AGY78785.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138980.1	Uncultured bacterium clone LakeFaro_15684_ORF_2	U5S4V0	AGY78786.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138981.1	Uncultured bacterium clone LakeFaro_25091_ORF_1	U5S4B8	AGY78787.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138982.1	Uncultured bacterium clone LakeFaro_32451_ORF_1	U5S174	AGY78788.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138983.1	Uncultured bacterium clone LakeFaro_31980_ORF_1	U5S134	AGY78789.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138984.1	Uncultured bacterium clone LakeFaro_12472_ORF_4	U5S1K2	AGY78790.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138985.1	Bacterium enrichment culture clone WBC-2_67_ORF_1	U5S4V4	AGY78791.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138986.1	Bacterium enrichment culture clone WBC-2_14_ORF_2	U5S4C5	AGY78792.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138987.1	Bacterium enrichment culture clone WBC-2_60_ORF_4	U5S178	AGY78793.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138988.1	Bacterium enrichment culture clone WBC-2_126_ORF_2	U5S139	AGY78794.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138989.1	Bacterium enrichment culture clone WBC-2_60_ORF_7	U5S1K7	AGY78795.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138990.1	Bacterium enrichment culture clone WBC-2_279_ORF_10	U5S4V8	AGY78796.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138991.1	Bacterium enrichment culture clone WBC-2_1225_ORF_3	U5S4D0	AGY78797.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138992.1	Bacterium enrichment culture clone WBC-2_407_ORF_2	U5S185	AGY78798.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138993.1	Bacterium enrichment culture clone WBC-2_1361_ORF_4	U5S144	AGY78799.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138994.1	Bacterium enrichment culture clone WBC-2_385_ORF_1	U5S1L1	AGY78800.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138995.1	Bacterium enrichment culture clone WBC-2_1407_ORF_1	U5S4W2	AGY78801.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138996.1	Bacterium enrichment culture clone WBC-2_925_ORF_2	U5S4D5	AGY78802.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138997.1	Bacterium enrichment culture clone WBC-2_1411_ORF_6	U5S190	AGY78803.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138998.1	Bacterium enrichment culture clone WBC-2_1370_ORF_5	U5S149	AGY78804.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF138999.1	Bacterium enrichment culture clone WBC-2_60_ORF_1	U5S1L5	AGY78805.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF139000.1	Bacterium enrichment culture clone WBC-2_959_ORF_1	U5S4W5	AGY78806.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF139001.1	Bacterium enrichment culture clone WBC-2_273_ORF_13	U5S4D9	AGY78807.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF139002.1	Bacterium enrichment culture clone WBC-2_1032_ORF_8	U5S195	AGY78808.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF139003.1	Bacterium enrichment culture clone WBC-2_1430_ORF_1	U5S153	AGY78809.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF139004.1	Bacterium enrichment culture clone WBC-2_748_ORF_9	U5S1M2	AGY78810.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF139005.1	Bacterium enrichment culture clone WBC-2_819_ORF_2	U5S4X0	AGY78811.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF139006.1	Bacterium enrichment culture clone WBC-2_1428_ORF_1	U5S4E3	AGY78812.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF139007.1	Bacterium enrichment culture clone WBC-2_642_ORF_5	U5S1A1	AGY78813.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF139008.1	Bacterium enrichment culture clone WBC-2_1303_ORF_5	U5S158	AGY78814.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF139009.1	Bacterium enrichment culture clone WBC-2_1655_ORF_7	U5S1M7	AGY78815.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF139010.1	Bacterium enrichment culture clone WBC-2_1690_ORF_7	U5S4X5	AGY78816.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF139011.1	Bacterium enrichment culture clone WBC-2_16_ORF_3	U5S4E8	AGY78817.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF139012.1	Bacterium enrichment culture clone WBC-2_1695_ORF_1	U5S1A5	AGY78818.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF139013.1	Bacterium enrichment culture clone WBC-2_1731_ORF_1	U5S162	AGY78819.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF139014.1	Bacterium enrichment culture clone WBC-2_1792_ORF_5	U5S1N4	AGY78820.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF139015.1	Bacterium enrichment culture clone WBC-2_1751_ORF_7	U5S4Y0	AGY78821.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF139016.1	Bacterium enrichment culture clone WBC-2_1883_ORF_5	U5S4F3	AGY78822.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF139017.1	Bacterium enrichment culture clone WBC-2_639_ORF_7	U5S1B0	AGY78823.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF139018.1	Bacterium enrichment culture clone WBC-2_1966_ORF_7	U5S167	AGY78824.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF139019.1	Bacterium enrichment culture clone WBC-2_805_ORF_6	U5S1P0	AGY78825.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF139020.1	Bacterium enrichment culture clone WBC-2_1940_ORF_1	U5S4Y4	AGY78826.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF139021.1	Bacterium enrichment culture clone WBC-2_2001_ORF_1	U5S4F7	AGY78827.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
Pentachlorobenzene	putative reductive dehalogenase	rdhA	K18979	Bacteria	KF139022.1	Bacterium enrichment culture clone WBC-2_2014_ORF_6	U5S1B5	AGY78828.1	North America	Canada	Chlorinated contaminated sites and enrichment culture	Chlorinated contaminated sites and enrichment culture
